call_sign,latitude,longitude,speed,heading,timestamp
BOAT002,30.16478,121.875776,16.8,245.9,2025-06-01 05:07:00
BOAT002,30.190103,121.895261,17.07,323.9,2025-06-01 05:27:00
BOAT002,30.285751,121.853758,24.49,108.5,2025-06-01 05:41:00
BOAT002,30.278513,121.837376,22.66,83.6,2025-06-01 05:52:00
BOAT002,30.315832,121.861727,19.64,140.9,2025-06-01 06:07:00
BOAT002,30.346504,121.834612,24.22,195.7,2025-06-01 06:23:00
BOAT002,30.397274,121.829182,22.14,195.4,2025-06-01 06:39:00
BOAT002,30.442483,121.779061,11.95,338.3,2025-06-01 06:57:00
BOAT002,30.491074,121.825706,21.17,120.6,2025-06-01 07:09:00
BOAT002,30.51884,121.801163,20.1,285.8,2025-06-01 07:25:00
BOAT002,30.539416,121.758282,17.1,178.4,2025-06-01 07:41:00
BOAT002,30.58082,121.78748,13.72,321.8,2025-06-01 07:57:00
BOAT002,30.664387,121.728591,19.76,359.2,2025-06-01 08:10:00
BOAT002,30.68802,121.808744,11.73,112.2,2025-06-01 08:22:00
BOAT002,30.743137,121.731931,17.9,280.3,2025-06-01 08:41:00
BOAT002,30.785447,121.778268,16.12,12.1,2025-06-01 08:52:00
BOAT002,30.812545,121.721836,14.19,257.1,2025-06-01 09:12:00
BOAT002,30.824572,121.741363,21.54,315.6,2025-06-01 09:26:00
BOAT002,30.892681,121.70398,17.85,37.0,2025-06-01 09:37:00
BOAT002,30.956563,121.734228,18.49,39.8,2025-06-01 09:56:00
BOAT002,30.959305,121.701643,20.69,164.5,2025-06-01 10:10:00
BOAT002,31.014749,121.707768,17.94,143.0,2025-06-01 10:25:00
BOAT002,31.047343,121.690777,19.32,194.3,2025-06-01 10:41:00
BOAT002,31.114749,121.655226,20.42,82.5,2025-06-01 10:56:00
BOAT002,31.113428,121.684685,19.67,277.9,2025-06-01 11:10:00
BOAT002,31.189737,121.656602,18.83,230.8,2025-06-01 11:24:00
BOAT002,31.198849,121.679636,23.32,203.6,2025-06-01 11:39:00
BOAT002,31.232149,121.646076,21.69,90.6,2025-06-01 11:53:00
BOAT002,31.287911,121.641322,17.71,297.6,2025-06-01 12:11:00
BOAT002,31.332246,121.668579,15.24,327.0,2025-06-01 12:27:00
BOAT002,31.40331,121.674617,19.88,81.8,2025-06-01 12:42:00
BOAT002,31.411153,121.634768,18.62,341.0,2025-06-01 12:53:00
BOAT002,31.44831,121.605368,23.1,328.3,2025-06-01 13:10:00
BOAT002,31.51605,121.595681,20.93,36.3,2025-06-01 13:27:00
BOAT002,31.535831,121.578865,20.26,6.5,2025-06-01 13:37:00
BOAT002,31.550607,121.574797,18.01,213.5,2025-06-01 13:55:00
BOAT002,31.630294,121.573893,15.34,203.4,2025-06-01 14:10:00
BOAT002,31.628065,121.610714,17.38,284.4,2025-06-01 14:25:00
BOAT002,31.669555,121.559548,19.4,254.6,2025-06-01 14:41:00
BOAT002,31.705252,121.531034,12.78,277.6,2025-06-01 14:53:00
BOAT002,31.74318,121.548452,21.69,24.8,2025-06-01 15:08:00
BOAT002,31.808251,121.543245,24.17,265.1,2025-06-01 15:24:00
BOAT002,31.836112,121.532459,12.13,333.2,2025-06-01 15:37:00
BOAT002,31.811389,121.539803,13.77,40.8,2025-06-01 15:52:00
BOAT002,31.91527,121.517253,18.66,59.6,2025-06-01 16:11:00
BOAT002,31.949959,121.523311,16.22,44.9,2025-06-01 16:25:00
BOAT002,32.017857,121.484393,18.75,119.6,2025-06-01 16:37:00
BOAT003,30.946062,120.533929,18.73,43.3,2025-06-01 00:25:00
BOAT003,30.982785,120.544543,24.78,63.6,2025-06-01 00:38:00
BOAT003,30.963123,120.578711,16.7,13.2,2025-06-01 00:52:00
BOAT003,30.965537,120.610069,25.42,280.7,2025-06-01 01:07:00
BOAT003,30.972463,120.669273,18.03,288.3,2025-06-01 01:26:00
BOAT003,30.941886,120.70086,21.31,348.9,2025-06-01 01:41:00
BOAT003,30.897848,120.764002,25.18,186.6,2025-06-01 01:51:00
BOAT003,30.864966,120.784543,22.35,358.2,2025-06-01 02:09:00
BOAT003,30.922435,120.825587,24.44,93.7,2025-06-01 02:25:00
BOAT003,30.856023,120.855631,23.85,273.0,2025-06-01 02:38:00
BOAT003,30.838988,120.902087,25.85,358.7,2025-06-01 02:56:00
BOAT003,30.822098,120.949704,25.18,293.7,2025-06-01 03:08:00
BOAT003,30.810413,120.949668,20.63,224.3,2025-06-01 03:26:00
BOAT003,30.787435,120.99723,23.89,193.3,2025-06-01 03:40:00
BOAT003,30.76272,121.079381,17.41,322.2,2025-06-01 03:51:00
BOAT003,30.747127,121.108256,21.82,32.9,2025-06-01 04:10:00
BOAT003,30.74128,121.141482,24.45,140.8,2025-06-01 04:21:00
BOAT003,30.714938,121.185853,22.39,46.6,2025-06-01 04:38:00
BOAT003,30.695421,121.232758,23.33,16.0,2025-06-01 04:51:00
BOAT003,30.695677,121.255334,21.35,310.4,2025-06-01 05:07:00
BOAT003,30.67232,121.290886,25.38,118.5,2025-06-01 05:21:00
BOAT003,30.69137,121.350691,21.75,198.3,2025-06-01 05:36:00
BOAT003,30.592142,121.367529,20.59,101.3,2025-06-01 05:53:00
BOAT003,30.650862,121.435584,24.65,134.2,2025-06-01 06:09:00
BOAT003,30.637825,121.43369,17.78,260.4,2025-06-01 06:23:00
BOAT003,30.555306,121.528648,23.49,191.7,2025-06-01 06:37:00
BOAT003,30.573791,121.557839,18.86,79.3,2025-06-01 06:55:00
BOAT003,30.557087,121.59383,25.83,322.0,2025-06-01 07:10:00
BOAT003,30.520237,121.648686,21.21,306.4,2025-06-01 07:25:00
BOAT003,30.516702,121.702664,22.4,173.0,2025-06-01 07:40:00
BOAT003,30.493918,121.729965,23.23,326.3,2025-06-01 07:55:00
BOAT003,30.535045,121.713183,16.2,125.2,2025-06-01 08:08:00
BOAT003,30.502585,121.764731,20.04,195.8,2025-06-01 08:22:00
BOAT003,30.493173,121.818149,25.12,96.1,2025-06-01 08:40:00
BOAT003,30.466046,121.87149,24.59,187.7,2025-06-01 08:56:00
BOAT003,30.412903,121.921644,22.84,306.2,2025-06-01 09:09:00
BOAT003,30.408864,121.937098,17.94,57.7,2025-06-01 09:23:00
BOAT003,30.413013,121.995671,23.75,301.3,2025-06-01 09:40:00
BOAT003,30.362654,122.01715,24.13,334.8,2025-06-01 09:51:00
BOAT003,30.385228,122.06035,22.13,222.7,2025-06-01 10:09:00
BOAT003,30.350032,122.08477,25.66,68.1,2025-06-01 10:26:00
BOAT003,30.331213,122.134761,19.94,317.1,2025-06-01 10:40:00
BOAT003,30.3368,122.166515,20.46,167.6,2025-06-01 10:52:00
BOAT003,30.315337,122.214354,14.54,46.4,2025-06-01 11:07:00
BOAT003,30.283103,122.295266,24.75,82.3,2025-06-01 11:23:00
BOAT003,30.29738,122.295528,22.93,294.5,2025-06-01 11:37:00
BOAT003,30.236443,122.407486,16.95,272.4,2025-06-01 11:56:00
BOAT003,30.254254,122.405028,16.72,2.3,2025-06-01 12:09:00
BOAT003,30.237668,122.439181,19.37,222.1,2025-06-01 12:25:00
BOAT003,30.203486,122.458639,24.37,201.5,2025-06-01 12:36:00
BOAT003,30.200071,122.530135,21.09,228.2,2025-06-01 12:52:00
BOAT003,30.152397,122.544939,19.58,280.7,2025-06-01 13:10:00
BOAT003,30.179771,122.599214,18.97,102.0,2025-06-01 13:26:00
BOAT003,30.141463,122.688298,18.84,155.6,2025-06-01 13:37:00
BOAT003,30.118578,122.675498,16.19,123.1,2025-06-01 13:52:00
BOAT003,30.133883,122.740727,18.37,64.6,2025-06-01 14:09:00
BOAT003,30.082687,122.744001,18.78,36.9,2025-06-01 14:25:00
BOAT003,30.052476,122.797687,24.04,62.6,2025-06-01 14:39:00
BOAT003,30.033384,122.874126,21.49,24.4,2025-06-01 14:54:00
BOAT003,30.060507,122.866493,19.51,59.9,2025-06-01 15:08:00
BOAT003,30.006649,122.955604,28.92,24.2,2025-06-01 15:24:00
BOAT003,30.051225,122.973832,20.0,170.5,2025-06-01 15:37:00
BOAT003,29.958361,122.988751,25.49,223.5,2025-06-01 15:56:00
BOAT004,29.032422,121.51105,16.16,74.1,2025-06-01 00:28:00
BOAT004,29.034493,121.512239,20.46,12.3,2025-06-01 00:42:00
BOAT004,29.131524,121.514928,20.85,20.6,2025-06-01 00:58:00
BOAT004,29.237555,121.534824,17.73,337.2,2025-06-01 01:12:00
BOAT004,29.267128,121.558422,19.33,230.4,2025-06-01 01:27:00
BOAT004,29.341537,121.580537,12.1,162.8,2025-06-01 01:40:00
BOAT004,29.441375,121.591698,11.29,31.9,2025-06-01 01:57:00
BOAT004,29.508055,121.578868,19.67,182.6,2025-06-01 02:08:00
BOAT004,29.585226,121.578194,15.55,247.8,2025-06-01 02:28:00
BOAT004,29.619593,121.594762,18.18,355.2,2025-06-01 02:41:00
BOAT004,29.765567,121.612483,13.78,1.8,2025-06-01 02:55:00
BOAT004,29.761399,121.622606,20.9,116.3,2025-06-01 03:09:00
BOAT004,29.860228,121.648609,11.31,312.5,2025-06-01 03:27:00
BOAT004,29.925398,121.674968,11.78,176.0,2025-06-01 03:40:00
BOAT004,29.976267,121.638752,20.27,191.6,2025-06-01 03:56:00
BOAT004,30.064024,121.696179,8.1,110.9,2025-06-01 04:13:00
BOAT004,30.143323,121.68671,17.07,72.7,2025-06-01 04:24:00
BOAT004,30.201286,121.671453,15.61,67.8,2025-06-01 04:39:00
BOAT004,30.304459,121.713645,13.72,159.8,2025-06-01 04:57:00
BOAT004,30.35391,121.727591,15.33,346.8,2025-06-01 05:12:00
BOAT004,30.401746,121.694876,13.39,238.2,2025-06-01 05:24:00
BOAT004,30.471477,121.74893,20.56,134.7,2025-06-01 05:39:00
BOAT004,30.583552,121.745991,21.35,179.0,2025-06-01 05:58:00
BOAT004,30.613122,121.782065,13.88,299.1,2025-06-01 06:08:00
BOAT004,30.720614,121.736417,16.76,10.9,2025-06-01 06:23:00
BOAT004,30.794607,121.748034,11.96,248.2,2025-06-01 06:38:00
BOAT004,30.837236,121.724773,19.15,216.2,2025-06-01 06:53:00
BOAT004,30.946386,121.786934,19.07,141.8,2025-06-01 07:13:00
BOAT004,30.965644,121.793219,15.05,207.8,2025-06-01 07:27:00
BOAT004,31.077358,121.784658,15.98,236.8,2025-06-01 07:43:00
BOAT004,31.14204,121.804485,15.65,217.8,2025-06-01 07:54:00
BOAT004,31.211906,121.790102,11.08,311.9,2025-06-01 08:08:00
BOAT004,31.262156,121.8505,20.57,313.5,2025-06-01 08:23:00
BOAT004,31.338402,121.826941,13.63,32.6,2025-06-01 08:38:00
BOAT004,31.460947,121.90882,13.65,39.3,2025-06-01 08:53:00
BOAT004,31.524303,121.853631,15.48,145.5,2025-06-01 09:09:00
BOAT004,31.58627,121.852155,18.92,333.2,2025-06-01 09:28:00
BOAT004,31.661654,121.869305,14.16,290.8,2025-06-01 09:40:00
BOAT004,31.731206,121.859516,10.08,316.0,2025-06-01 09:54:00
BOAT004,31.779247,121.907605,13.27,312.8,2025-06-01 10:10:00
BOAT004,31.858095,121.899765,17.21,43.3,2025-06-01 10:23:00
BOAT004,31.899121,121.940992,22.5,233.7,2025-06-01 10:43:00
BOAT004,31.998206,121.923076,12.15,116.9,2025-06-01 10:57:00
BOAT004,32.095097,121.966464,12.04,219.5,2025-06-01 11:11:00
BOAT004,32.129643,121.964129,11.39,137.0,2025-06-01 11:27:00
BOAT004,32.234749,121.959756,11.02,161.5,2025-06-01 11:42:00
BOAT004,32.287546,122.000992,19.55,196.4,2025-06-01 11:53:00
BOAT004,32.329435,121.998638,20.42,81.8,2025-06-01 12:10:00
BOAT004,32.406425,122.04872,16.47,211.3,2025-06-01 12:24:00
BOAT004,32.518386,121.991811,14.53,231.3,2025-06-01 12:43:00
BOAT005,30.035823,121.011175,20.13,20.8,2025-06-01 00:44:00
BOAT005,30.004044,121.003979,15.41,154.9,2025-06-01 00:58:00
BOAT005,30.08617,121.07024,19.2,51.2,2025-06-01 01:13:00
BOAT005,30.081396,121.05629,17.08,281.8,2025-06-01 01:28:00
BOAT005,30.082921,121.124451,15.6,36.4,2025-06-01 01:48:00
BOAT005,30.129553,121.107898,14.52,222.5,2025-06-01 02:01:00
BOAT005,30.15812,121.15431,15.56,358.8,2025-06-01 02:16:00
BOAT005,30.203678,121.232374,19.31,83.8,2025-06-01 02:28:00
BOAT005,30.269163,121.256393,14.29,110.3,2025-06-01 02:46:00
BOAT005,30.260448,121.24175,17.48,236.1,2025-06-01 03:01:00
BOAT005,30.281915,121.285577,21.57,153.4,2025-06-01 03:18:00
BOAT005,30.354671,121.329637,20.47,319.2,2025-06-01 03:32:00
BOAT005,30.352911,121.346959,17.54,235.5,2025-06-01 03:48:00
BOAT005,30.366196,121.355642,24.2,132.4,2025-06-01 04:00:00
BOAT005,30.49881,121.447437,0.23,158.2,2025-06-01 04:13:00
BOAT005,30.501159,121.450295,0.17,43.7,2025-06-01 04:28:00
BOAT005,30.500421,121.449671,0.29,102.9,2025-06-01 04:43:00
BOAT005,30.500608,121.450532,0.35,330.8,2025-06-01 04:58:00
BOAT005,30.501675,121.448373,0.24,303.1,2025-06-01 05:13:00
BOAT005,30.526288,121.466255,12.25,6.9,2025-06-01 05:17:00
BOAT005,30.501777,121.451469,0.3,63.9,2025-06-01 05:28:00
BOAT005,30.516971,121.502715,23.56,273.7,2025-06-01 05:32:00
BOAT005,30.500653,121.450061,0.38,15.5,2025-06-01 05:43:00
BOAT005,30.499811,121.449828,0.32,294.4,2025-06-01 05:58:00
BOAT005,30.500061,121.447016,0.35,263.8,2025-06-01 06:13:00
BOAT005,30.504601,121.452151,0.25,107.1,2025-06-01 06:28:00
BOAT005,30.503623,121.451247,0.36,229.1,2025-06-01 06:43:00
BOAT005,30.498755,121.450956,0.24,3.4,2025-06-01 06:58:00
BOAT005,30.501657,121.448147,0.4,35.7,2025-06-01 07:13:00
BOAT005,30.502576,121.449154,0.16,199.8,2025-06-01 07:28:00
BOAT005,30.50144,121.452893,0.16,127.9,2025-06-01 07:43:00
BOAT005,30.500556,121.45291,0.1,274.0,2025-06-01 07:58:00
BOAT005,30.912103,121.858897,14.33,309.4,2025-06-01 08:46:00
BOAT005,30.907408,121.890074,17.58,282.6,2025-06-01 08:59:00
BOAT005,30.922816,121.944199,21.92,47.9,2025-06-01 09:17:00
BOAT005,30.975752,121.97449,16.73,237.1,2025-06-01 09:28:00
BOAT005,31.005308,122.017369,20.18,247.7,2025-06-01 09:43:00
BOAT005,30.995414,121.991857,21.98,27.5,2025-06-01 10:01:00
BOAT005,31.063057,122.08178,8.96,302.7,2025-06-01 10:13:00
BOAT005,31.10473,122.097221,18.8,91.1,2025-06-01 10:29:00
BOAT005,31.092852,122.104574,18.92,297.0,2025-06-01 10:47:00
BOAT005,31.1476,122.115094,17.89,139.1,2025-06-01 10:59:00
BOAT005,31.184512,122.191649,20.03,229.2,2025-06-01 11:18:00
BOAT005,31.206178,122.188443,21.1,24.0,2025-06-01 11:28:00
BOAT005,31.235842,122.221822,19.55,54.1,2025-06-01 11:47:00
BOAT005,31.245104,122.257672,18.01,184.4,2025-06-01 12:01:00
BOAT005,31.255228,122.259514,21.03,17.2,2025-06-01 12:17:00
BOAT005,31.296613,122.299912,19.27,268.6,2025-06-01 12:28:00
BOAT005,31.321612,122.35064,18.44,26.0,2025-06-01 12:43:00
BOAT005,31.359506,122.376393,15.19,4.4,2025-06-01 13:00:00
BOAT005,31.410754,122.404351,14.44,183.1,2025-06-01 13:17:00
BOAT005,31.39043,122.393563,15.13,166.3,2025-06-01 13:29:00
BOAT005,31.447329,122.439713,19.96,125.9,2025-06-01 13:46:00
BOAT005,31.450954,122.464294,18.89,238.1,2025-06-01 14:00:00
BOAT005,31.485199,122.508504,14.69,127.7,2025-06-01 14:16:00
BOAT006,29.49212,121.98401,19.42,295.3,2025-06-01 00:37:00
BOAT006,29.543847,121.992711,22.05,158.5,2025-06-01 00:53:00
BOAT006,29.575276,121.985806,19.33,348.4,2025-06-01 01:09:00
BOAT006,29.623024,121.959015,24.65,317.7,2025-06-01 01:21:00
BOAT006,29.708914,121.96117,27.6,266.3,2025-06-01 01:37:00
BOAT006,29.781923,121.942432,21.92,150.4,2025-06-01 01:49:00
BOAT006,29.801746,121.917514,25.54,240.5,2025-06-01 02:08:00
BOAT006,29.870652,121.926008,20.64,116.3,2025-06-01 02:23:00
BOAT006,29.931352,121.932926,21.8,317.5,2025-06-01 02:37:00
BOAT006,29.948882,121.887169,20.26,58.4,2025-06-01 02:51:00
BOAT006,30.020434,121.876761,16.3,247.3,2025-06-01 03:06:00
BOAT006,30.059586,121.864032,22.59,189.9,2025-06-01 03:21:00
BOAT006,30.157122,121.83627,23.09,296.3,2025-06-01 03:34:00
BOAT006,30.208333,121.854979,25.9,28.6,2025-06-01 03:50:00
BOAT006,30.20932,121.868448,25.09,350.4,2025-06-01 04:08:00
BOAT006,30.288968,121.847228,25.13,308.9,2025-06-01 04:22:00
BOAT006,30.354685,121.829948,19.78,330.6,2025-06-01 04:37:00
BOAT006,30.402383,121.825498,24.08,255.7,2025-06-01 04:54:00
BOAT006,30.439131,121.80272,27.45,355.7,2025-06-01 05:07:00
BOAT006,30.515714,121.763126,23.84,295.8,2025-06-01 05:20:00
BOAT006,30.523576,121.807341,28.19,113.1,2025-06-01 05:37:00
BOAT006,30.587688,121.802672,28.76,294.9,2025-06-01 05:50:00
BOAT006,30.62828,121.75627,21.9,120.7,2025-06-01 06:07:00
BOAT006,30.713567,121.7574,20.61,88.0,2025-06-01 06:20:00
BOAT006,30.738347,121.74526,20.42,297.4,2025-06-01 06:37:00
BOAT006,30.798658,121.746609,18.16,258.9,2025-06-01 06:54:00
BOAT006,30.86652,121.762965,21.15,51.1,2025-06-01 07:06:00
BOAT006,30.920215,121.741946,26.33,266.3,2025-06-01 07:19:00
BOAT006,30.940191,121.700795,16.09,269.6,2025-06-01 07:35:00
BOAT006,31.03155,121.708766,19.59,156.8,2025-06-01 07:49:00
BOAT006,31.071614,121.712587,22.32,265.7,2025-06-01 08:09:00
BOAT006,31.092949,121.68525,20.07,169.7,2025-06-01 08:22:00
BOAT006,31.140112,121.666573,21.12,228.3,2025-06-01 08:36:00
BOAT006,31.218434,121.66517,21.17,266.1,2025-06-01 08:52:00
BOAT006,31.287835,121.631768,21.93,117.0,2025-06-01 09:05:00
BOAT006,31.340431,121.624271,20.52,245.4,2025-06-01 09:22:00
BOAT006,31.382123,121.603719,20.27,308.1,2025-06-01 09:39:00
BOAT006,31.428057,121.620725,25.51,357.0,2025-06-01 09:52:00
BOAT006,31.489401,121.601539,25.85,249.9,2025-06-01 10:06:00
BOAT006,31.514143,121.577288,18.56,77.6,2025-06-01 10:19:00
BOAT006,31.617073,121.58005,14.42,11.9,2025-06-01 10:38:00
BOAT006,31.668895,121.582317,25.89,147.0,2025-06-01 10:53:00
BOAT006,31.696076,121.600794,19.02,337.8,2025-06-01 11:07:00
BOAT006,31.743529,121.572325,23.34,83.8,2025-06-01 11:22:00
BOAT006,31.783438,121.495984,18.01,283.8,2025-06-01 11:34:00
BOAT006,31.854325,121.536036,26.6,323.6,2025-06-01 11:53:00
BOAT006,31.882007,121.54942,30.33,326.6,2025-06-01 12:06:00
BOAT006,31.903444,121.483659,23.25,0.1,2025-06-01 12:21:00
BOAT006,31.945718,121.511031,22.42,40.0,2025-06-01 12:36:00
BOAT007,30.993557,120.502936,21.16,349.8,2025-06-01 01:18:00
BOAT007,31.005308,120.566491,20.19,333.5,2025-06-01 01:33:00
BOAT007,31.006815,120.58643,16.88,171.7,2025-06-01 01:45:00
BOAT007,30.956815,120.597369,20.34,11.0,2025-06-01 02:03:00
BOAT007,30.941829,120.619162,18.9,249.3,2025-06-01 02:16:00
BOAT007,30.932908,120.628197,20.02,227.7,2025-06-01 02:30:00
BOAT007,30.941046,120.691096,21.55,129.1,2025-06-01 02:48:00
BOAT007,30.885563,120.735503,17.03,120.0,2025-06-01 03:00:00
BOAT007,30.895178,120.754229,19.24,75.9,2025-06-01 03:16:00
BOAT007,30.896216,120.805594,14.91,285.6,2025-06-01 03:29:00
BOAT007,30.873036,120.844003,19.26,359.2,2025-06-01 03:46:00
BOAT007,30.853107,120.872215,20.04,298.2,2025-06-01 04:00:00
BOAT007,30.855637,120.897959,21.01,5.2,2025-06-01 04:19:00
BOAT007,30.767853,120.948579,21.04,123.0,2025-06-01 04:29:00
BOAT007,30.821777,120.988291,23.04,266.6,2025-06-01 04:48:00
BOAT007,30.781439,120.991891,15.71,2.0,2025-06-01 05:03:00
BOAT007,30.744209,121.076164,15.87,295.9,2025-06-01 05:18:00
BOAT007,30.777347,121.08022,21.91,275.8,2025-06-01 05:29:00
